"MatchNo","Team","Bowling","Overs","Maidens","Runs","Wickets","Econ","Dots","fours","Sixes","Wides","NoBalls"
"1","Sunrisers Hyderabad","JA Duffy","4","0","22","3","5.5","13","1","1","1","0"
"1","Sunrisers Hyderabad","B Kumar","4","0","31","1","7.75","9","3","0","2","0"
"1","Sunrisers Hyderabad","Abhinandan Singh","3","0","38","1","12.66","7","2","4","0","0"
"1","Sunrisers Hyderabad","R Shepherd","4","0","54","3","13.5","5","4","4","1","0"
"1","Sunrisers Hyderabad","Suyash Sharma","3","0","28","1","9.33","6","5","0","0","0"
"1","Sunrisers Hyderabad","KH Pandya","2","0","26","0","13","1","0","3","0","0"
"1","Royal Challengers Bengaluru","K Nitish Kumar Reddy","2","0","19","0","9.5","5","4","0","0","0"
"1","Royal Challengers Bengaluru","JD Unadkat","3","0","29","1","9.66","6","2","2","1","0"
"1","Royal Challengers Bengaluru","DA Payne","3","0","35","2","11.66","5","2","3","1","0"
"1","Royal Challengers Bengaluru","HS Dubey","3","0","35","1","11.66","4","2","3","0","0"
"1","Royal Challengers Bengaluru","E Malinga","2","0","35","0","17.5","3","2","3","4","0"
"1","Royal Challengers Bengaluru","HV Patel","2.4","0","39","0","14.62","3","5","2","1","0"
"2","Kolkata Knight Riders","TA Boult","4","0","38","0","9.5","7","3","1","3","0"
"2","Kolkata Knight Riders","HH Pandya","3","0","39","1","13","7","5","2","2","0"
"2","Kolkata Knight Riders","AM Ghazanfar","4","0","51","0","12.75","6","3","4","1","0"
"2","Kolkata Knight Riders","JJ Bumrah","4","0","35","0","8.75","4","4","0","1","1"
"2","Kolkata Knight Riders","SN Thakur","4","0","39","3","9.75","7","5","1","0","0"
"2","Kolkata Knight Riders","M Markande","1","0","16","0","16","1","0","2","0","0"
"2","Mumbai Indians","VG Arora","4","0","52","1","13","8","5","4","1","0"
"2","Mumbai Indians","B Muzarabani","3","0","34","0","11.33","6","4","2","0","0"
"2","Mumbai Indians","CV Varun","4","0","48","0","12","5","6","2","1","0"
"2","Mumbai Indians","Kartik Tyagi","4","0","43","1","10.75","9","4","2","0","1"
"2","Mumbai Indians","SP Narine","3","0","30","1","10","6","1","3","0","0"
"2","Mumbai Indians","AS Roy","1.1","0","15","0","12.85","1","1","1","1","0"
"3","Chennai Super Kings","JC Archer","4","0","19","2","4.75","17","3","0","1","0"
"3","Chennai Super Kings","N Burger","4","0","26","2","6.5","14","2","1","3","1"
"3","Chennai Super Kings","Brijesh Sharma","3","0","17","1","5.66","10","2","0","2","0"
"3","Chennai Super Kings","Sandeep Sharma","2.4","0","22","1","8.25","3","1","1","0","0"
"3","Chennai Super Kings","Ravi Bishnoi","3","0","16","1","5.33","8","0","1","0","0"
"3","Chennai Super Kings","RA Jadeja","3","0","18","2","6","11","0","2","0","0"
"3","Rajasthan Royals","MJ Henry","3","0","40","0","13.33","2","2","3","1","0"
"3","Rajasthan Royals","KK Ahmed","3","0","17","0","5.66","10","3","0","0","0"
"3","Rajasthan Royals","A Kamboj","3","0","27","2","9","8","4","1","0","0"
"3","Rajasthan Royals","Noor Ahmad","2","0","24","0","12","4","0","3","0","0"
"3","Rajasthan Royals","J Overton","1","0","14","0","14","1","3","0","0","0"
"3","Rajasthan Royals","MW Short","0.1","0","1","0","6","0","0","0","0","0"
"4","Gujarat Titans","Arshdeep Singh","4","0","42","0","10.5","9","5","0","7","1"
"4","Gujarat Titans","XC Bartlett","4","0","36","0","9","9","5","1","1","0"
"4","Gujarat Titans","M Jansen","4","0","20","1","5","8","1","0","0","0"
"4","Gujarat Titans","V Vyshak","4","0","34","3","8.5","8","2","1","1","0"
"4","Gujarat Titans","YS Chahal","4","0","28","2","7","9","2","1","1","0"
"4","Punjab Kings","Mohammed Siraj","2","0","15","0","7.5","6","1","1","0","0"
"4","Punjab Kings","K Rabada","3","0","34","1","11.33","7","1","4","0","0"
"4","Punjab Kings","Ashok Sharma","3","0","31","1","10.33","8","1","3","2","0"
"4","Punjab Kings","Rashid Khan","4","0","29","1","7.25","10","1","2","0","0"
"4","Punjab Kings","Washington Sundar","3.1","0","27","1","8.52","6","1","2","0","0"
"4","Punjab Kings","M Prasidh Krishna","4","0","29","3","7.25","11","1","2","2","0"
"5","Lucknow Super Giants","Mukesh Kumar","3","0","17","0","5.66","11","1","1","2","0"
"5","Lucknow Super Giants","L Ngidi","3.4","0","27","3","7.36","9","3","1","0","0"
"5","Lucknow Super Giants","AR Patel","3","0","17","1","5.66","9","1","1","0","0"
"5","Lucknow Super Giants","T Natarajan","4","0","29","3","7.25","8","2","1","0","0"
"5","Lucknow Super Giants","Kuldeep Yadav","4","0","31","2","7.75","8","3","1","0","0"
"5","Lucknow Super Giants","V Nigam","1","0","8","0","8","2","1","0","0","0"
"5","Delhi Capitals","Mohammed Shami","4","0","28","1","7","12","2","1","4","0"
"5","Delhi Capitals","Prince Yadav","3","0","20","2","6.66","10","2","0","4","0"
"5","Delhi Capitals","Mohsin Khan","4","1","19","1","4.75","15","1","1","1","0"
"5","Delhi Capitals","A Nortje","4","0","39","0","9.75","7","1","2","3","0"
"5","Delhi Capitals","Shahbaz Ahmed","1","0","16","0","16","0","3","0","0","0"
"5","Delhi Capitals","AK Markram","1","0","13","0","13","2","1","1","0","0"
"5","Delhi Capitals","Abdul Samad","0.1","0","6","0","36","0","0","1","0","0"
"6","Sunrisers Hyderabad","VG Arora","4","0","47","2","11.75","9","5","3","2","0"
"6","Sunrisers Hyderabad","B Muzarabani","4","0","41","4","10.25","7","5","1","2","0"
"6","Sunrisers Hyderabad","SP Narine","4","0","39","0","9.75","6","4","1","0","0"
"6","Sunrisers Hyderabad","CV Varun","2","0","31","0","15.5","1","3","2","1","0"
"6","Sunrisers Hyderabad","Kartik Tyagi","4","0","48","1","12","6","6","2","2","0"
"6","Sunrisers Hyderabad","AS Roy","2","0","16","1","8","4","1","0","2","0"
"6","Kolkata Knight Riders","DA Payne","2","0","35","0","17.5","0","4","2","0","0"
"6","Kolkata Knight Riders","HS Dubey","2","0","17","1","8.5","3","2","0","1","0"
"6","Kolkata Knight Riders","Abhishek Sharma","1","0","15","0","15","1","0","2","0","0"
"6","Kolkata Knight Riders","JD Unadkat","3","0","21","3","7","7","3","0","0","0"
"6","Kolkata Knight Riders","E Malinga","2","0","14","2","7","6","1","0","5","0"
"6","Kolkata Knight Riders","Shivang Kumar","4","0","41","0","10.25","8","6","1","0","0"
"6","Kolkata Knight Riders","K Nitish Kumar Reddy","2","0","17","2","8.5","5","0","2","0","0"
"7","Chennai Super Kings","Arshdeep Singh","4","0","41","0","10.25","9","7","0","3","0"
"7","Chennai Super Kings","XC Bartlett","4","0","48","1","12","7","7","1","2","0"
"7","Chennai Super Kings","M Jansen","4","0","43","1","10.75","11","2","3","2","0"
"7","Chennai Super Kings","V Vyshak","4","0","38","2","9.5","8","5","1","0","0"
"7","Chennai Super Kings","YS Chahal","3","0","21","1","7","4","0","0","2","1"
"7","Chennai Super Kings","MP Stoinis","1","0","17","0","17","1","0","2","1","0"
"7","Punjab Kings","KK Ahmed","3","0","28","0","9.33","9","2","2","3","0"
"7","Punjab Kings","MJ Henry","4","0","54","2","13.5","6","6","3","0","0"
"7","Punjab Kings","A Kamboj","3.4","0","43","2","11.72","9","9","0","1","1"
"7","Punjab Kings","Noor Ahmad","4","0","38","0","9.5","6","3","1","1","1"
"7","Punjab Kings","RD Chahar","4","0","46","0","11.5","4","3","3","1","0"
"8","Mumbai Indians","Mukesh Kumar","3","0","26","2","8.66","10","5","0","1","0"
"8","Mumbai Indians","L Ngidi","4","0","34","1","8.5","8","5","0","1","0"
"8","Mumbai Indians","AR Patel","4","0","22","1","5.5","8","0","1","1","0"
"8","Mumbai Indians","V Nigam","3","0","24","1","8","7","2","1","1","0"
"8","Mumbai Indians","Kuldeep Yadav","3","0","31","0","10.33","4","2","2","0","0"
"8","Mumbai Indians","T Natarajan","3","0","24","1","8","4","3","0","0","0"
"8","Delhi Capitals","DL Chahar","3","0","20","1","6.66","10","2","1","0","0"
"8","Delhi Capitals","JJ Bumrah","4","0","21","0","5.25","13","3","0","1","0"
"8","Delhi Capitals","MJ Santner","3","0","22","1","7.33","8","4","0","0","0"
"8","Delhi Capitals","SN Thakur","3","0","41","0","13.66","3","5","2","1","0"
"8","Delhi Capitals","M Markande","2","0","20","0","10","3","0","2","1","0"
"8","Delhi Capitals","C Bosch","3.1","0","39","1","12.31","6","3","3","1","0"
"9","Rajasthan Royals","Mohammed Siraj","4","0","48","1","12","11","8","2","1","0"
"9","Rajasthan Royals","K Rabada","4","0","42","2","10.5","11","3","3","3","0"
"9","Rajasthan Royals","Ashok Sharma","4","0","37","1","9.25","10","3","2","2","0"
"9","Rajasthan Royals","M Prasidh Krishna","4","0","43","1","10.75","9","2","4","1","0"
"9","Rajasthan Royals","Rashid Khan","4","0","39","1","9.75","4","2","1","2","0"
"9","Gujarat Titans","JC Archer","4","0","38","0","9.5","10","3","2","1","0"
"9","Gujarat Titans","N Burger","3","0","29","1","9.66","7","4","1","1","0"
"9","Gujarat Titans","Sandeep Sharma","3","0","34","0","11.33","4","4","1","0","0"
"9","Gujarat Titans","TU Deshpande","3","0","24","1","8","7","4","0","1","0"
"9","Gujarat Titans","RA Jadeja","2","0","25","0","12.5","1","2","1","0","0"
"9","Gujarat Titans","R Parag","1","0","11","1","11","3","1","1","0","0"
"9","Gujarat Titans","Ravi Bishnoi","4","0","41","4","10.25","9","6","1","0","1"
"10","Sunrisers Hyderabad","Mohammed Shami","4","0","9","2","2.25","18","0","0","1","0"
"10","Sunrisers Hyderabad","DS Rathi","4","0","46","1","11.5","5","3","3","1","0"
"10","Sunrisers Hyderabad","Prince Yadav","4","0","34","2","8.5","11","2","3","0","0"
"10","Sunrisers Hyderabad","M Siddharth","4","0","29","1","7.25","10","2","1","1","0"
"10","Sunrisers Hyderabad","Avesh Khan","4","0","36","2","9","7","4","1","0","0"
"10","Lucknow Super Giants","HS Dubey","4","0","18","2","4.5","12","2","0","0","0"
"10","Lucknow Super Giants","K Nitish Kumar Reddy","1","0","14","0","14","1","3","0","0","0"
"10","Lucknow Super Giants","JD Unadkat","3.5","0","50","0","13.04","6","7","2","0","0"
"10","Lucknow Super Giants","E Malinga","4","0","30","1","7.5","9","4","0","0","0"
"10","Lucknow Super Giants","HV Patel","3","0","16","0","5.33","6","1","0","0","0"
"10","Lucknow Super Giants","Shivang Kumar","4","0","30","1","7.5","5","3","0","0","0"
"11","Royal Challengers Bengaluru","KK Ahmed","4","0","37","0","9.25","9","2","2","1","0"
"11","Royal Challengers Bengaluru","MJ Henry","3","0","36","0","12","2","2","2","0","0"
"11","Royal Challengers Bengaluru","A Kamboj","4","0","52","1","13","6","5","3","1","1"
"11","Royal Challengers Bengaluru","Noor Ahmad","4","0","49","0","12.25","6","0","6","0","0"
"11","Royal Challengers Bengaluru","J Overton","3","0","42","1","14","5","2","4","0","0"
"11","Royal Challengers Bengaluru","S Dube","2","0","30","1","15","2","3","2","1","0"
"11","Chennai Super Kings","JA Duffy","4","0","58","2","14.5","7","4","5","2","1"
"11","Chennai Super Kings","B Kumar","4","0","41","3","10.25","11","5","2","1","1"
"11","Chennai Super Kings","Abhinandan Singh","3.4","0","30","2","8.18","6","4","0","0","0"
"11","Chennai Super Kings","KH Pandya","3","0","36","2","12","7","5","2","0","0"
"11","Chennai Super Kings","Suyash Sharma","4","0","21","1","5.25","9","2","0","0","0"
"11","Chennai Super Kings","R Shepherd","1","0","19","0","19","0","1","2","0","0"
"12","Kolkata Knight Riders","Arshdeep Singh","2","0","16","0","8","2","2","0","0","0"
"12","Kolkata Knight Riders","XC Bartlett","1.4","0","9","2","5.4","8","1","0","0","0"
"13","Rajasthan Royals","DL Chahar","1","0","22","0","22","1","4","1","0","0"
"13","Rajasthan Royals","JJ Bumrah","3","0","32","0","10.66","5","1","3","1","0"
"13","Rajasthan Royals","TA Boult","1","0","22","0","22","0","0","3","1","0"
"13","Rajasthan Royals","HH Pandya","2","0","17","0","8.5","3","1","1","0","0"
"13","Rajasthan Royals","SN Thakur","2","0","36","1","18","2","4","2","3","0"
"13","Rajasthan Royals","AM Ghazanfar","2","0","21","2","10.5","4","2","1","1","0"
"13","Mumbai Indians","JC Archer","2","0","17","1","8.5","3","1","1","0","0"
"13","Mumbai Indians","N Burger","2","0","21","2","10.5","6","2","1","1","0"
"13","Mumbai Indians","Sandeep Sharma","3","0","26","2","8.66","9","2","1","3","0"
"13","Mumbai Indians","TU Deshpande","2","0","29","1","14.5","3","3","2","1","0"
"13","Mumbai Indians","Ravi Bishnoi","2","0","25","2","12.5","2","4","0","1","0"
"14","Gujarat Titans","Mukesh Kumar","4","0","55","2","13.75","8","4","5","2","0"
"14","Gujarat Titans","L Ngidi","4","0","24","1","6","11","3","0","2","0"
"14","Gujarat Titans","AR Patel","3","0","32","0","10.66","2","3","1","1","0"
"14","Gujarat Titans","Kuldeep Yadav","4","0","42","1","10.5","5","1","4","0","0"
"14","Gujarat Titans","T Natarajan","4","0","34","0","8.5","4","3","1","0","0"
"14","Gujarat Titans","V Nigam","1","0","23","0","23","1","2","2","0","1"
"14","Delhi Capitals","Mohammed Siraj","4","0","52","1","13","8","7","2","4","0"
"14","Delhi Capitals","K Rabada","4","0","32","0","8","9","3","1","2","0"
"14","Delhi Capitals","Rashid Khan","4","0","17","3","4.25","10","1","0","0","0"
"14","Delhi Capitals","Ashok Sharma","3","0","45","0","15","2","6","1","2","0"
"14","Delhi Capitals","M Prasidh Krishna","4","0","52","2","13","7","6","3","0","0"
"14","Delhi Capitals","Washington Sundar","1","0","11","0","11","1","0","1","0","0"
"15","Kolkata Knight Riders","Mohammed Shami","4","0","27","0","6.75","9","2","1","1","0"
"15","Kolkata Knight Riders","Prince Yadav","4","0","47","1","11.75","6","7","1","3","0"
"15","Kolkata Knight Riders","M Siddharth","4","0","34","1","8.5","9","2","2","1","0"
"15","Kolkata Knight Riders","DS Rathi","4","0","25","1","6.25","9","3","0","0","0"
"15","Kolkata Knight Riders","Avesh Khan","4","0","44","1","11","10","4","3","1","0"
"15","Lucknow Super Giants","VG Arora","4","0","38","2","9.5","12","2","4","0","0"
"15","Lucknow Super Giants","AS Roy","4","0","32","2","8","9","1","2","4","0"
"15","Lucknow Super Giants","NA Saini","3","0","37","0","12.33","6","5","1","1","0"
"15","Lucknow Super Giants","SP Narine","4","0","13","1","3.25","14","1","0","0","0"
"15","Lucknow Super Giants","Kartik Tyagi","3","0","31","1","10.33","6","3","2","0","0"
"15","Lucknow Super Giants","C Green","2","0","28","1","14","4","1","3","1","1"
"16","Royal Challengers Bengaluru","JC Archer","3","0","33","2","11","6","7","0","0","0"
"16","Royal Challengers Bengaluru","N Burger","3","0","32","0","10.66","7","2","2","1","0"
"16","Royal Challengers Bengaluru","Sandeep Sharma","4","0","47","1","11.75","7","5","2","2","0"
"16","Royal Challengers Bengaluru","Ravi Bishnoi","4","0","32","2","8","8","0","3","0","0"
"16","Royal Challengers Bengaluru","RA Jadeja","2","0","14","1","7","2","1","0","0","0"
"16","Royal Challengers Bengaluru","Brijesh Sharma","4","0","37","2","9.25","4","5","0","0","0"
"16","Rajasthan Royals","B Kumar","4","0","37","0","9.25","9","3","2","0","0"
"16","Rajasthan Royals","JR Hazlewood","4","0","44","2","11","8","4","3","0","0"
"16","Rajasthan Royals","Abhinandan Singh","3","0","54","0","18","2","7","3","2","0"
"16","Rajasthan Royals","KH Pandya","4","0","30","2","7.5","7","2","1","0","0"
"16","Rajasthan Royals","TH David","1","0","18","0","18","1","1","2","0","0"
"16","Rajasthan Royals","R Shepherd","2","0","18","0","9","0","0","1","0","0"
"17","Sunrisers Hyderabad","Arshdeep Singh","4","0","50","2","12.5","10","3","4","6","0"
"17","Sunrisers Hyderabad","XC Bartlett","4","0","42","1","10.5","5","5","1","0","1"
"17","Sunrisers Hyderabad","M Jansen","4","0","40","0","10","5","3","2","1","0"
"17","Sunrisers Hyderabad","V Vyshak","2","0","33","0","16.5","3","1","4","0","0"
"17","Sunrisers Hyderabad","Shashank Singh","3","0","20","2","6.66","7","2","0","1","0"
"17","Sunrisers Hyderabad","YS Chahal","3","0","33","0","11","3","1","2","3","0"
"17","Punjab Kings","HS Dubey","4","0","38","1","9.5","5","3","1","2","0"
"17","Punjab Kings","JD Unadkat","3","0","40","0","13.33","4","2","4","0","0"
"17","Punjab Kings","E Malinga","3","0","46","0","15.33","6","4","4","2","0"
"17","Punjab Kings","HV Patel","2","0","39","0","19.5","2","3","4","0","0"
"17","Punjab Kings","Shivang Kumar","4","0","33","3","8.25","8","2","2","1","0"
"17","Punjab Kings","K Nitish Kumar Reddy","2","0","20","0","10","1","1","1","0","0"
"17","Punjab Kings","Abhishek Sharma","0.5","0","7","0","8.4","1","1","0","0","0"
"18","Chennai Super Kings","Auqib Nabi","2","0","17","0","8.5","4","2","0","1","0"
"18","Chennai Super Kings","Mukesh Kumar","4","0","37","0","9.25","7","4","1","1","0"
"18","Chennai Super Kings","AR Patel","4","0","39","1","9.75","5","5","1","0","0"
"18","Chennai Super Kings","T Natarajan","4","0","54","0","13.5","3","5","3","1","0"
"18","Chennai Super Kings","L Ngidi","4","0","41","0","10.25","6","4","2","0","0"
"18","Chennai Super Kings","Kuldeep Yadav","2","0","24","0","12","1","1","2","0","0"
"18","Delhi Capitals","AJ Hosein","2","0","20","0","10","6","2","1","0","2"
"18","Delhi Capitals","KK Ahmed","3","0","40","1","13.33","3","3","2","1","0"
"18","Delhi Capitals","A Kamboj","4","0","35","3","8.75","11","5","1","0","1"
"18","Delhi Capitals","Gurjapneet Singh","4","0","39","1","9.75","8","2","2","1","0"
"18","Delhi Capitals","J Overton","4","0","18","4","4.5","13","0","1","2","0"
"18","Delhi Capitals","Noor Ahmad","3","0","36","1","12","4","3","2","2","0"
"19","Lucknow Super Giants","Mohammed Siraj","4","0","19","1","4.75","13","2","0","1","0"
"19","Lucknow Super Giants","K Rabada","4","0","54","1","13.5","7","7","3","0","0"
"19","Lucknow Super Giants","Ashok Sharma","4","0","32","2","8","14","3","2","1","0"
"19","Lucknow Super Giants","M Prasidh Krishna","4","0","28","4","7","13","5","0","0","0"
"19","Lucknow Super Giants","Rashid Khan","4","0","25","0","6.25","9","0","2","0","0"
"19","Gujarat Titans","Mohammed Shami","4","0","36","1","9","12","6","1","0","0"
"19","Gujarat Titans","Prince Yadav","4","0","31","1","7.75","9","3","1","1","0"
"19","Gujarat Titans","DS Rathi","4","0","31","1","7.75","6","3","0","1","0"
"19","Gujarat Titans","GF Linde","3","0","28","0","9.33","5","5","0","0","0"
"19","Gujarat Titans","Avesh Khan","2","0","24","0","12","3","4","0","1","0"
"19","Gujarat Titans","AK Markram","1.4","0","15","0","9","2","2","0","0","0"
"20","Royal Challengers Bengaluru","TA Boult","4","0","50","1","12.5","5","3","4","2","0"
"20","Royal Challengers Bengaluru","HH Pandya","4","0","39","1","9.75","7","2","2","1","1"
"20","Royal Challengers Bengaluru","JJ Bumrah","4","0","35","0","8.75","7","3","1","1","0"
"20","Royal Challengers Bengaluru","MJ Santner","4","0","43","1","10.75","9","4","3","1","0"
"20","Royal Challengers Bengaluru","M Markande","2","0","40","0","20","1","3","4","0","0"
"20","Royal Challengers Bengaluru","SN Thakur","2","0","32","1","16","3","3","1","6","0"
"20","Mumbai Indians","JA Duffy","4","0","58","1","14.5","10","3","6","4","0"
"20","Mumbai Indians","B Kumar","4","0","38","0","9.5","6","4","1","2","0"
"20","Mumbai Indians","Rasikh Salam","2.5","0","23","1","8.11","8","3","1","0","0"
"20","Mumbai Indians","KH Pandya","4","0","26","1","6.5","7","2","0","1","0"
"20","Mumbai Indians","Suyash Sharma","4","0","47","2","11.75","6","6","2","0","0"
"20","Mumbai Indians","R Shepherd","1.1","0","28","0","24","2","0","4","2","1"
"21","Sunrisers Hyderabad","JC Archer","4","0","37","2","9.25","13","5","2","0","0"
"21","Sunrisers Hyderabad","N Burger","4","0","31","0","7.75","12","3","2","0","0"
"21","Sunrisers Hyderabad","Sandeep Sharma","4","0","52","1","13","6","1","5","4","0"
"21","Sunrisers Hyderabad","TU Deshpande","4","0","55","1","13.75","7","6","3","4","0"
"21","Sunrisers Hyderabad","R Parag","1","0","5","1","5","1","0","0","0","0"
"21","Sunrisers Hyderabad","Ravi Bishnoi","3","0","35","0","11.66","1","0","3","0","0"
"21","Rajasthan Royals","PP Hinge","4","0","34","4","8.5","14","2","3","2","0"
"21","Rajasthan Royals","Sakib Hussain","4","0","24","4","6","14","3","0","3","0"
"21","Rajasthan Royals","E Malinga","4","0","31","2","7.75","7","2","1","1","0"
"21","Rajasthan Royals","Shivang Kumar","3","0","28","0","9.33","5","3","1","0","0"
"21","Rajasthan Royals","K Nitish Kumar Reddy","2","0","19","0","9.5","3","1","0","1","0"
"21","Rajasthan Royals","HS Dubey","2","0","22","0","11","4","2","1","2","0"
"22","Chennai Super Kings","VG Arora","4","0","55","1","13.75","7","8","2","4","0"
"22","Chennai Super Kings","C Green","2","0","30","0","15","3","3","2","1","0"
"22","Chennai Super Kings","AS Roy","3","0","21","1","7","9","1","1","4","0"
"22","Chennai Super Kings","SP Narine","4","0","21","1","5.25","11","1","1","0","0"
"22","Chennai Super Kings","CV Varun","3","0","26","0","8.66","6","3","1","0","0"
"22","Chennai Super Kings","Kartik Tyagi","4","0","35","2","8.75","9","2","2","1","0"
"22","Kolkata Knight Riders","KK Ahmed","3.5","0","24","1","6.26","12","1","2","0","0"
"22","Kolkata Knight Riders","A Kamboj","4","0","32","2","8","9","3","1","2","0"
"22","Kolkata Knight Riders","AJ Hosein","4","0","26","1","6.5","7","1","1","0","0"
"22","Kolkata Knight Riders","Noor Ahmad","4","0","21","3","5.25","8","1","0","0","0"
"22","Kolkata Knight Riders","Gurjapneet Singh","1.1","0","23","0","19.71","1","2","2","1","0"
"22","Kolkata Knight Riders","J Overton","3","0","32","0","10.66","6","2","2","2","0"
"23","Lucknow Super Giants","B Kumar","4","0","27","3","6.75","8","1","1","1","0"
"23","Lucknow Super Giants","JR Hazlewood","4","0","20","1","5","13","2","0","1","0"
"23","Lucknow Super Giants","Rasikh Salam","4","0","24","4","6","13","1","2","0","0"
"23","Lucknow Super Giants","KH Pandya","4","0","38","2","9.5","10","2","3","2","0"
"23","Lucknow Super Giants","Suyash Sharma","4","0","34","0","8.5","7","5","0","0","0"
"23","Royal Challengers Bengaluru","Mohammed Shami","3","0","30","0","10","7","3","2","0","0"
"23","Royal Challengers Bengaluru","Prince Yadav","3","0","32","3","10.66","8","5","1","1","0"
"23","Royal Challengers Bengaluru","DS Rathi","4","0","51","0","12.75","4","3","4","0","0"
"23","Royal Challengers Bengaluru","Avesh Khan","4","0","23","2","5.75","10","1","1","0","0"
"23","Royal Challengers Bengaluru","GF Linde","1.1","0","9","0","7.71","1","1","0","0","0"
"24","Mumbai Indians","Arshdeep Singh","4","0","22","3","5.5","13","3","0","1","0"
"24","Mumbai Indians","M Jansen","4","0","30","1","7.5","8","1","2","1","0"
"24","Mumbai Indians","XC Bartlett","4","0","39","0","9.75","2","3","1","0","0"
"24","Mumbai Indians","V Vyshak","3","0","36","0","12","5","5","1","1","0"
"24","Mumbai Indians","YS Chahal","3","0","45","0","15","3","1","5","1","0"
"24","Mumbai Indians","Shashank Singh","2","0","19","1","9.5","3","0","2","0","0"
"24","Punjab Kings","DL Chahar","2.3","0","45","0","18","2","6","2","3","0"
"24","Punjab Kings","JJ Bumrah","4","0","41","0","10.25","9","6","1","1","1"
"24","Punjab Kings","AM Ghazanfar","4","0","31","2","7.75","8","3","1","0","0"
"24","Punjab Kings","HH Pandya","3","0","39","0","13","3","4","2","1","0"
"24","Punjab Kings","SN Thakur","3","0","42","1","14","2","2","3","4","0"
"25","Kolkata Knight Riders","Mohammed Siraj","4","0","23","2","5.75","14","2","1","0","0"
"25","Kolkata Knight Riders","K Rabada","4","0","29","3","7.25","13","2","2","1","0"
"25","Kolkata Knight Riders","M Prasidh Krishna","4","0","32","1","8","8","2","1","2","0"
"25","Kolkata Knight Riders","Ashok Sharma","4","0","45","2","11.25","11","4","3","2","1"
"25","Kolkata Knight Riders","Rashid Khan","4","0","44","1","11","10","6","2","1","0"
"25","Gujarat Titans","VG Arora","4","0","35","1","8.75","7","3","1","1","0"
"25","Gujarat Titans","Kartik Tyagi","4","0","40","0","10","8","5","1","1","0"
"25","Gujarat Titans","AS Roy","3","0","37","0","12.33","3","2","3","1","0"
"25","Gujarat Titans","SP Narine","4","0","28","1","7","11","3","1","0","0"
"25","Gujarat Titans","CV Varun","4","0","34","2","8.5","5","1","2","0","0"
"25","Gujarat Titans","Ramandeep Singh","0.4","0","5","1","7.5","1","0","0","1","0"
"26","Royal Challengers Bengaluru","Auqib Nabi","3","0","36","0","12","2","4","1","1","0"
"26","Royal Challengers Bengaluru","Mukesh Kumar","4","0","32","1","8","10","2","1","4","1"
"26","Royal Challengers Bengaluru","L Ngidi","4","0","39","2","9.75","6","2","2","1","0"
